"Geno","TRS_kg_per_Mg","CYMg_per_ha","Population","Dia","Brix","Fiber","SW_kg","Sucrose..","Moisture","Pol..Reading","Purity"
"HOCP04-838",130.705950962713,75.5690717129151,118478.047374093,20.3833333324998,20.8804492990688,13.6094395149112,0.625037090544607,18.2239310925082,68.1344361488888,79.0279909376251,85.7482633224155
"HOCP04-852",99.6244109084184,55.5394728163712,54996.8821641383,24.3499999999998,17.9514606865227,12.2039817329334,1.01436825786895,14.4802014022066,72.0953907579147,61.9155529171791,79.118896007841
"HoCP05-918",128.238905392096,42.3881351985242,64877.767263742,23.236821515037,20.6485490826747,12.9561992393312,0.625848272375244,17.9238955832389,69.2145731798217,77.6038311202349,85.5890087539146
"HOCP05-918",123.811876520447,69.1376743763568,89447.2116425917,24.3318366641406,20.0063528547602,12.7622625855381,0.772637969412844,17.3275907606006,69.799647736976,74.809895391562,85.1063144693605
"HOCP09-803",130.920923132567,39.5801304641234,80542.6186727885,18.8666666674998,21.3688888888212,13.7698251566856,0.490348653236361,18.3860955904295,67.7924010996065,79.9320718437506,84.6491547274109
"HOCP09-810",121.008659408674,46.3884753017786,61518.7992749032,20.5770362134003,20.0651175112346,12.8799616272599,0.682920245140322,17.0838423741735,69.5810571250285,73.7697258400869,83.7469251659355
"HOCP09-814",126.383590362947,62.2788051302581,69096.8484889619,22.5494798884077,20.2872655536312,11.7508465404151,0.92553761406904,17.643932863374,70.0133055052711,76.2634361306634,85.6290783620088
"HoCP10-917",140.975315742096,79.6230301202808,111520.767263742,21.286821515037,21.6882501576747,12.5978431443312,0.718456714583578,19.4104670882389,68.2156016248217,84.4719761052349,88.2502165989146
"HOCP10-917",127.363015484978,104.121726535725,130409.87828737,22.3028682898015,20.5329687711974,12.5326556119175,0.823062064411759,17.8092116666674,69.3903658900553,77.0877654607715,85.2140902215476
"HOCP11-536",128.221962983933,53.623139456559,93231.0212492903,19.8374999999998,20.3963395641122,13.8133323142231,0.586492097194468,17.8466663184425,68.6043702611047,77.1988534808558,86.1183605005884
"HOCP12-640",122.618582400679,67.3225244240172,97641.3181997964,22.8083333337498,20.2670323996857,12.7529422782032,0.686403315213119,17.2914113183594,69.3407275462704,74.7403879834153,83.9388341654205
"HOCP12-667",132.10473929842,59.8023295725016,81028.2147639922,22.7291666674998,20.8652596526172,13.4479641087707,0.735042024421258,18.3463363015933,68.2705898498064,79.5482451518774,86.4478601147655
"HOCP13-723",130.647757952295,51.375577301556,76860.8784969618,23.7416666662498,20.6403816547505,11.3042104979424,0.67384579326554,18.1428608886694,70.3006702533476,78.559879847361,86.5827473645255
"HOCP13-755",131.183226563697,52.7230238726236,94053.2618591891,20.9624999999998,20.6693693687806,12.0864780480905,0.553156097472484,18.2037463326381,69.6272266765634,78.8466852918781,86.5714839900422
"HOCP82-089",129.134912117533,75.1452409068711,101648.635909675,22.4091758261269,20.8345730737491,13.0809798943312,0.784993912384949,18.0651061244192,68.5370719413524,78.2945560519457,85.4023499865221
"HOCP85-845",113.161730420577,70.2755846512507,77085.3630945546,23.8833333337498,19.3308775345446,14.1932058511754,0.877713660661537,16.1381613336897,69.500617231313,69.4435780641463,82.13443944498
"HOCP89-846",116.32730884226,34.4721941996995,42962.4706316074,22.8208333337498,19.2444746645421,12.4505339482096,0.823680688236009,16.4070151809565,70.4044721636402,70.5754055435504,83.6850128128766
"HOCP91-552",121.329564623198,80.3489934313125,112684.928969954,21.2583333337498,20.118650707364,14.233319633296,0.738109029645902,17.1290975462203,68.4550814159173,73.9913558694412,83.6901086074539
"HOCP92-618",128.627906976439,62.9075667419244,80187.3124768718,20.4416666662498,21.1909298388613,14.3720439891986,0.781001989567798,18.1177239388592,67.5401725038016,78.6876913885443,84.0819011492029
"HOCP92-624",117.024808089691,51.3928441786032,60323.15990037,23.3374999999998,19.8788238648095,13.5551594555828,0.868011949393363,16.6602249379544,69.1290150167246,71.9083201107347,82.2258434493334
"HOCP92-648",120.592895967499,61.516569380891,80168.8652949933,23.5208333337498,20.0337650018576,12.4644218494682,0.76271392034936,17.0323827928981,69.8878014743396,73.5415799727035,83.5836612046846
"HOCP95-951",124.108225179267,59.2499178977114,97772.2543801451,17.0499999987498,20.4174297759321,16.5083408375718,0.615245541409675,17.4726997112277,66.6395654203043,75.5880683826846,84.0941316572502
"HOCP96-540",124.416253506838,71.7931050311772,89232.1282075804,21.5999999999998,20.0331681176265,12.6501642721892,0.810997371075078,17.3919053974644,69.6835839737365,75.1087846315516,85.249381759297
"HOCP96-561",126.111985706094,68.8574670668356,91530.8968430922,21.3333333337498,20.030319619383,12.6678957417033,0.75992083330777,17.5480955731442,69.7000306347171,75.7758626210201,86.0867839581062
"HOCP97-609",126.078732266546,62.6395163647484,76094.589314881,22.1466679991075,20.6375943666081,13.3111182834453,0.764960914701226,17.721479121789,68.6852264127861,76.746174993361,84.5031319265953
"HOL08-723",115.862808810056,50.8284239445016,77141.4608074342,19.5333333324998,19.2851498842933,12.440655360261,0.645014305482891,16.3791477149553,70.3918339256286,70.5384937274021,82.9043349797637
"IN8468",110.699206594487,84.5545194092254,110293.250134206,20.7041666674998,19.5168409400662,14.2394702010618,0.729175276365101,15.9642608938299,69.0268686818059,68.776788732275,80.3637946602892
"IS76184",66.0244796094092,52.3679869209232,127036.996177648,16.405075084465,14.6060345168948,22.5118612385154,0.380325357258999,10.3847889914028,66.9679378051159,43.733542535377,69.7375094805176
"K7-730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KALARI",73.2765653709988,59.5908864703506,154432.387742372,15.2708333324998,15.9037415198254,26.6029489438219,0.372031962266206,11.4384440238943,63.2184992010925,48.4560619297453,70.5030028120863
"KALIMPONG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
